STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,UNIT_MEASURE_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRD,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,0.72,Grenada,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,3.29,Guatemala,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,3.29,Guinea,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DJI,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,6.33,Djibouti,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,1.58,Dominican Republic,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,4.11,Ecuador,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,0.5,"Egypt, Arab Rep.","Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,3.53,El Salvador,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNQ,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,3.94,Equatorial Guinea,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ERI,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,6.54,Eritrea,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,8.6,Estonia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWZ,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,6.98,Eswatini,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,3.59,Ethiopia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_SH_STA_SUIC_FE_P5,F,2004,6.71,Fiji,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,2.71,North Macedonia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,7.45,Norway,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,0.34,Oman,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,3.35,Pakistan,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,0.44,Panama,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,1.68,Papua New Guinea,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,4.07,Paraguay,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,1.4,Peru,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,1.31,Philippines,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_SH_STA_SUIC_FE_P5,F,2019,3.56,Poland,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFG,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,2.14,Afghanistan,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ALB,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,3.21,Albania,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DZA,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,1.51,Algeria,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AGO,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,2.75,Angola,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ATG,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,0.89,Antigua and Barbuda,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARG,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,3.4,Argentina,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,3.57,Armenia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUS,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,6.98,Australia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUT,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,7.56,Austria,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,1.01,Azerbaijan,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,8.07,South Africa,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSD,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,3.12,South Sudan,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,4.09,Spain,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,6.31,Sri Lanka,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCA,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,1.18,St. Lucia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VCT,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,0.0,St. Vincent and the Grenadines,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SDN,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,2.67,Sudan,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SUR,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,12.93,Suriname,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWE,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,9.55,Sweden,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHE,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,9.82,Switzerland,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYR,WB_WDI_SH_STA_SUIC_FE_P5,F,2018,0.27,Syrian Arab Republic,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_SH_STA_SUIC_FE_P5,F,2009,2.511600205156774,Latin America & Caribbean,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_SH_STA_SUIC_FE_P5,F,2009,7.144898504129944,Low & middle income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_SH_STA_SUIC_FE_P5,F,2009,3.643457038142824,Low income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_SH_STA_SUIC_FE_P5,F,2009,8.311773554628475,Lower middle income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_SH_STA_SUIC_FE_P5,F,2009,2.5668575533074733,"Middle East, North Africa, Afghanistan & Pakistan","Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MIC,WB_WDI_SH_STA_SUIC_FE_P5,F,2009,7.439674359874081,Middle income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SH_STA_SUIC_FE_P5,F,2009,5.682536536289143,North America,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,3.48,Pakistan,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,1.11,Panama,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,1.65,Papua New Guinea,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,3.57,Paraguay,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,0.7,Peru,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,1.38,Philippines,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,4.04,Poland,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRT,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,7.82,Portugal,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRI,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,1.59,Puerto Rico,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,QAT,WB_WDI_SH_STA_SUIC_FE_P5,F,2015,1.28,Qatar,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_SH_STA_SUIC_FE_P5,F,2012,2.6209743165071027,Latin America & Caribbean,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_SH_STA_SUIC_FE_P5,F,2012,6.666511703791266,Low & middle income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_SH_STA_SUIC_FE_P5,F,2012,3.604068790448047,Low income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_SH_STA_SUIC_FE_P5,F,2012,8.257675535302528,Lower middle income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_SH_STA_SUIC_FE_P5,F,2012,2.3900322799354936,"Middle East, North Africa, Afghanistan & Pakistan","Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MIC,WB_WDI_SH_STA_SUIC_FE_P5,F,2012,6.9358715364866015,Middle income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SH_STA_SUIC_FE_P5,F,2012,6.15008172171015,North America,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MRT,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,1.96,Mauritania,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MUS,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,6.33,Mauritius,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,1.42,Mexico,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FSM,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,10.46,"Micronesia, Fed. Sts.","Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,6.57,Moldova,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNG,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,5.99,Mongolia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNE,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,8.02,Montenegro,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAR,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,4.38,Morocco,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,2.54,Mozambique,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MMR,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,1.78,Myanmar,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAM,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,3.63,Namibia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SH_STA_SUIC_FE_P5,F,2001,6.73,Nepal,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HIC,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,6.815881825240413,High income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,2.800330534897954,Latin America & Caribbean,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,5.482202591602585,Low & middle income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,3.4798321274427115,Low income,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FIN,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,7.46,Finland,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRA,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,9.53,France,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GAB,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,2.4,Gabon,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GMB,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,3.0,"Gambia, The","Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,1.67,Georgia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,7.09,Germany,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,2.13,Ghana,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,1.69,Greece,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRD,WB_WDI_SH_STA_SUIC_FE_P5,F,2020,0.77,Grenada,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAU,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,1.7,Saudi Arabia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,3.33,Senegal,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,12.25,Serbia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYC,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,1.55,Seychelles,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,3.58,Sierra Leone,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,8.23,Singapore,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,3.88,Slovak Republic,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,11.97,Slovenia,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLB,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,8.53,Solomon Islands,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SOM,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,5.58,"Somalia, Federal Republic of","Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,7.34,South Africa,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSD,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,2.27,South Sudan,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_SH_STA_SUIC_FE_P5,F,2006,3.47,Spain,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_SH_STA_SUIC_FE_P5,F,2002,3.52,Paraguay,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SH_STA_SUIC_FE_P5,F,2002,0.88,Peru,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SH_STA_SUIC_FE_P5,F,2002,0.97,Philippines,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_SH_STA_SUIC_FE_P5,F,2002,5.58,Poland,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRT,WB_WDI_SH_STA_SUIC_FE_P5,F,2002,5.22,Portugal,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRI,WB_WDI_SH_STA_SUIC_FE_P5,F,2002,1.89,Puerto Rico,"Suicide mortality rate, female (per 100,000 female population)",Female,All age ranges or no breakdown by age,Per 100 000 women
