STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,UNIT_MEASURE_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEL,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,26.75,Belgium,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,8.776777031462965,Latin America & Caribbean,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,12.090087316555742,Low & middle income,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,8.639282430746892,Low income,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,12.357275475972305,Lower middle income,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,5.837974340330645,"Middle East, North Africa, Afghanistan & Pakistan","Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MIC,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,12.355985930358235,Middle income,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,18.651846076236204,North America,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,7.73,Brazil,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,3.4,Brunei Darussalam,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,21.1,Bulgaria,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,12.84,Burkina Faso,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BDI,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,11.33,Burundi,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CPV,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,21.29,Cabo Verde,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,5.58,Cambodia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CMR,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,12.43,Cameroon,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAN,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,17.84,Canada,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,19.12,Central African Republic,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TCD,WB_WDI_SH_STA_SUIC_MA_P5,M,2006,7.61,Chad,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSF,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,10.290576602022911,Sub-Saharan Africa,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,11.940870228610471,Upper middle income,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WLD,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,14.538178508127311,World,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFG,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,5.37,Afghanistan,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ALB,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,8.57,Albania,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DZA,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,4.01,Algeria,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AGO,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,12.77,Angola,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ATG,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,0.79,Antigua and Barbuda,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARG,WB_WDI_SH_STA_SUIC_MA_P5,M,2007,13.43,Argentina,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,4.49,Türkiye,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TKM,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,18.24,Turkmenistan,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,9.87,Uganda,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UKR,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,55.77,Ukraine,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARE,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,2.78,United Arab Emirates,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,11.89,United Kingdom,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,18.59,United States,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,23.72,Uruguay,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,20.28,Uzbekistan,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,25.66,Vanuatu,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SH_STA_SUIC_MA_P5,M,2005,10.14,"Venezuela, RB","Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,1.98,Papua New Guinea,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,8.77,Paraguay,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,2.36,Peru,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,4.89,Philippines,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,24.77,Poland,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRT,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,18.81,Portugal,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRI,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,10.44,Puerto Rico,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,QAT,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,6.96,Qatar,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,16.8,Romania,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,36.7,Russian Federation,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_SH_STA_SUIC_MA_P5,M,2020,11.63,Rwanda,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COD,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,12.05,"Congo, Dem. Rep.","Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COG,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,11.38,"Congo, Rep.","Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CRI,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,11.22,Costa Rica,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,12.55,Côte d’Ivoire,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HRV,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,27.85,Croatia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CUB,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,22.75,Cuba,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,8.23,Cyprus,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,25.46,Czechia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,16.19,Denmark,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DJI,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,6.44,Djibouti,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,17.89,Kyrgyz Republic,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAO,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,6.66,Lao PDR,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,42.99,Latvia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,1.04,Lebanon,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LSO,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,29.35,Lesotho,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBR,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,7.9,Liberia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBY,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,5.92,Libya,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LTU,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,61.52,Lithuania,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LUX,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,14.94,Luxembourg,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_SH_STA_SUIC_MA_P5,M,2012,8.21,Madagascar,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,STP,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,1.3,São Tomé and Príncipe,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAU,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,2.53,Saudi Arabia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,10.11,Senegal,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,34.1,Serbia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYC,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,15.33,Seychelles,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,7.05,Sierra Leone,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,14.94,Singapore,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,26.84,Slovak Republic,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,47.33,Slovenia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLB,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,27.33,Solomon Islands,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SOM,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,11.36,"Somalia, Federal Republic of","Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,24.37,South Africa,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSD,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,7.28,South Sudan,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_SH_STA_SUIC_MA_P5,M,2003,12.94,Spain,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,63.21,Russian Federation,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,11.11,Rwanda,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WSM,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,16.06,Samoa,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,STP,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,1.28,São Tomé and Príncipe,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAU,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,1.67,Saudi Arabia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,10.34,Senegal,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,28.57,Serbia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYC,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,12.6,Seychelles,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,7.74,Sierra Leone,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,11.94,Singapore,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_SH_STA_SUIC_MA_P5,M,2010,24.09,Slovak Republic,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWZ,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,45.0,Eswatini,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,9.06,Ethiopia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,11.25,Fiji,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FIN,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,20.51,Finland,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRA,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,24.1,France,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GAB,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,12.02,Gabon,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GMB,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,6.55,"Gambia, The","Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,9.46,Georgia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,18.36,Germany,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_SH_STA_SUIC_MA_P5,M,2021,8.3,Ghana,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ERI,WB_WDI_SH_STA_SUIC_MA_P5,M,2019,19.29,Eritrea,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_SH_STA_SUIC_MA_P5,M,2019,25.74,Estonia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWZ,WB_WDI_SH_STA_SUIC_MA_P5,M,2019,48.0,Eswatini,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_SH_STA_SUIC_MA_P5,M,2019,8.56,Ethiopia,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_SH_STA_SUIC_MA_P5,M,2019,12.97,Fiji,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FIN,WB_WDI_SH_STA_SUIC_MA_P5,M,2019,21.88,Finland,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRA,WB_WDI_SH_STA_SUIC_MA_P5,M,2019,22.02,France,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GAB,WB_WDI_SH_STA_SUIC_MA_P5,M,2019,14.95,Gabon,"Suicide mortality rate, male (per 100,000 male population)",Male,All age ranges or no breakdown by age,Per 100 000 men
